#indeks;dlugosc_wartosc;liczebnosc
0;35;519.0
1;40;519.0
2;45;424.0
3;50;676.0
4;55;572.0
5;60;837.0
6;65;786.0
7;70;1015.0
8;75;1118.0
9;80;1214.0
10;85;1452.0
11;90;1553.0
12;95;1912.0
13;100;1833.0
14;105;2428.0
15;110;2239.0
16;115;2995.0
17;120;2564.0
18;125;3938.0
19;130;3303.0
20;135;4756.0
21;140;4057.0
22;145;34335.0
23;150;414035.0
