#indeks;dlugosc_wartosc;liczebnosc
0;35;516.0
1;40;519.0
2;45;425.0
3;50;673.0
4;55;568.0
5;60;840.0
6;65;786.0
7;70;1011.0
8;75;1110.0
9;80;1219.0
10;85;1456.0
11;90;1542.0
12;95;1897.0
13;100;1830.0
14;105;2420.0
15;110;2223.0
16;115;2984.0
17;120;2543.0
18;125;3930.0
19;130;3296.0
20;135;4744.0
21;140;4054.0
22;145;34508.0
23;150;413986.0
