#indeks;dlugosc_wartosc;liczebnosc
0;35;1070.0
1;40;972.0
2;45;842.0
3;50;1266.0
4;55;1120.0
5;60;1423.0
6;65;1522.0
7;70;1824.0
8;75;1933.0
9;80;2114.0
10;85;2446.0
11;90;2535.0
12;95;3227.0
13;100;3038.0
14;105;4069.0
15;110;3790.0
16;115;5145.0
17;120;4480.0
18;125;6203.0
19;130;5409.0
20;135;7591.0
21;140;6638.0
22;145;46047.0
23;150;541953.0
