#indeks;jakosc_wartosc;liczebnosc
0;2;564.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;0.0
12;14;0.0
13;15;0.0
14;16;0.0
15;17;4.0
16;18;21.0
17;19;54.0
18;20;104.0
19;21;160.0
20;22;244.0
21;23;303.0
22;24;385.0
23;25;561.0
24;26;861.0
25;27;1285.0
26;28;2062.0
27;29;3234.0
28;30;4956.0
29;31;7644.0
30;32;11168.0
31;33;16466.0
32;34;24099.0
33;35;36893.0
34;36;70413.0
35;37;475176.0
