#indeks;jakosc_wartosc;liczebnosc
0;16;2.0
1;17;6.0
2;18;17.0
3;19;47.0
4;20;135.0
5;21;355.0
6;22;730.0
7;23;1482.0
8;24;2872.0
9;25;5296.0
10;26;9528.0
11;27;15580.0
12;28;23882.0
13;29;35326.0
14;30;50062.0
15;31;71797.0
16;32;110260.0
17;33;188064.0
18;34;310832.0
19;35;203031.0
