#indeks;dlugosc_wartosc;liczebnosc
0;2.0;25564.0
1;2.0;29809.0
2;2.0;37543.0
3;2.0;40683.0
4;2.0;41813.0
5;2.0;42921.0
6;2.0;45689.0
7;2.0;43453.0
8;2.0;45968.0
9;2.0;44946.0
10;2.0;43488.0
11;2.0;42282.0
12;2.0;42261.0
13;2.0;41867.0
14;2.0;41428.0
15;2.0;41715.0
16;2.0;38269.0
17;2.0;38444.0
18;2.0;35528.0
19;2.0;35154.0
20;2.0;35147.0
21;2.0;34454.0
22;2.0;606421.0
