#indeks;jakosc_wartosc;liczebnosc
0;2;3.0
1;3;0.0
2;4;0.0
3;5;1.0
4;6;0.0
5;7;0.0
6;8;1.0
7;9;2.0
8;10;1.0
9;11;0.0
10;12;0.0
11;13;2.0
12;14;4.0
13;15;24.0
14;16;45.0
15;17;68.0
16;18;121.0
17;19;391.0
18;20;743.0
19;21;1164.0
20;22;1791.0
21;23;3083.0
22;24;5129.0
23;25;8615.0
24;26;13626.0
25;27;20972.0
26;28;31286.0
27;29;45899.0
28;30;65346.0
29;31;94583.0
30;32;142935.0
31;33;235277.0
32;34;403055.0
33;35;400680.0
