#indeks;dlugosc_wartosc;liczebnosc
0;0.5;17869.0
1;0.5;16696.0
2;0.5;16451.0
3;0.5;16473.0
4;0.5;17248.0
5;0.5;16919.0
6;0.5;17286.0
7;0.5;16500.0
8;0.5;16058.0
9;0.5;16841.0
10;0.5;16741.0
11;0.5;16727.0
12;0.5;16343.0
13;0.5;15197.0
14;0.5;15287.0
15;0.5;15594.0
16;0.5;15322.0
17;0.5;15659.0
18;0.5;14313.0
19;0.5;14155.0
20;0.5;13879.0
21;0.5;14385.0
22;0.5;14536.0
23;0.5;14171.0
24;0.5;14406.0
25;0.5;12907.0
26;0.5;13650.0
27;0.5;22793.0
28;0.5;142228.0
29;0.5;442670.0
