#indeks;jakosc_wartosc;liczebnosc
0;2;3.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;0.0
12;14;0.0
13;15;0.0
14;16;2.0
15;17;6.0
16;18;18.0
17;19;52.0
18;20;166.0
19;21;441.0
20;22;1052.0
21;23;2180.0
22;24;4154.0
23;25;7234.0
24;26;12629.0
25;27;20578.0
26;28;31835.0
27;29;47177.0
28;30;67466.0
29;31;95553.0
30;32;142731.0
31;33;237541.0
32;34;412228.0
33;35;391801.0
