#indeks;dlugosc_wartosc;liczebnosc
0;2.0;25610.0
1;2.0;29861.0
2;2.0;37617.0
3;2.0;40795.0
4;2.0;41880.0
5;2.0;42975.0
6;2.0;45770.0
7;2.0;43530.0
8;2.0;46073.0
9;2.0;45012.0
10;2.0;43569.0
11;2.0;42369.0
12;2.0;42370.0
13;2.0;42001.0
14;2.0;41586.0
15;2.0;41827.0
16;2.0;38322.0
17;2.0;38496.0
18;2.0;35489.0
19;2.0;35068.0
20;2.0;35057.0
21;2.0;34325.0
22;2.0;605245.0
