#indeks;jakosc_wartosc;liczebnosc
0;14;2.0
1;15;18.0
2;16;38.0
3;17;60.0
4;18;99.0
5;19;323.0
6;20;604.0
7;21;979.0
8;22;1492.0
9;23;2548.0
10;24;4309.0
11;25;7262.0
12;26;11436.0
13;27;17466.0
14;28;25654.0
15;29;36989.0
16;30;52123.0
17;31;75210.0
18;32;114132.0
19;33;189201.0
20;34;302110.0
21;35;187249.0
