#indeks;dlugosc_wartosc;liczebnosc
0;0.5;17841.0
1;0.5;16687.0
2;0.5;16408.0
3;0.5;16471.0
4;0.5;17254.0
5;0.5;16912.0
6;0.5;17321.0
7;0.5;16560.0
8;0.5;16091.0
9;0.5;16931.0
10;0.5;16821.0
11;0.5;16864.0
12;0.5;16458.0
13;0.5;15336.0
14;0.5;15452.0
15;0.5;15707.0
16;0.5;15371.0
17;0.5;15705.0
18;0.5;14330.0
19;0.5;14163.0
20;0.5;13893.0
21;0.5;14377.0
22;0.5;14546.0
23;0.5;14185.0
24;0.5;14428.0
25;0.5;12961.0
26;0.5;13684.0
27;0.5;22699.0
28;0.5;143727.0
29;0.5;440121.0
