#indeks;jakosc_wartosc;liczebnosc
0;2;2.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;0.0
12;14;0.0
13;15;0.0
14;16;2.0
15;17;9.0
16;18;13.0
17;19;36.0
18;20;118.0
19;21;357.0
20;22;906.0
21;23;1845.0
22;24;3492.0
23;25;6243.0
24;26;10751.0
25;27;17653.0
26;28;26944.0
27;29;38728.0
28;30;54544.0
29;31;77190.0
30;32;114749.0
31;33;188635.0
32;34;324354.0
33;35;310245.0
