#indeks;dlugosc_wartosc;liczebnosc
0;2.0;16407.0
1;2.0;18728.0
2;2.0;22838.0
3;2.0;24131.0
4;2.0;25832.0
5;2.0;27117.0
6;2.0;27985.0
7;2.0;27403.0
8;2.0;28986.0
9;2.0;28779.0
10;2.0;27919.0
11;2.0;28344.0
12;2.0;28278.0
13;2.0;28343.0
14;2.0;28168.0
15;2.0;29250.0
16;2.0;27279.0
17;2.0;28298.0
18;2.0;26357.0
19;2.0;25997.0
20;2.0;25910.0
21;2.0;27057.0
22;2.0;597410.0
