#indeks;dlugosc_wartosc;liczebnosc
0;0.5;11790.0
1;0.5;11046.0
2;0.5;10951.0
3;0.5;11181.0
4;0.5;11289.0
5;0.5;11436.0
6;0.5;11432.0
7;0.5;10713.0
8;0.5;11049.0
9;0.5;11442.0
10;0.5;11905.0
11;0.5;11409.0
12;0.5;11267.0
13;0.5;10371.0
14;0.5;11074.0
15;0.5;11353.0
16;0.5;11318.0
17;0.5;11624.0
18;0.5;10267.0
19;0.5;10471.0
20;0.5;10395.0
21;0.5;10677.0
22;0.5;10574.0
23;0.5;10491.0
24;0.5;10475.0
25;0.5;9707.0
26;0.5;10489.0
27;0.5;20877.0
28;0.5;140313.0
29;0.5;441340.0
