#indeks;dlugosc_wartosc;liczebnosc
0;0.5;14996.0
1;0.5;14371.0
2;0.5;14211.0
3;0.5;13921.0
4;0.5;14717.0
5;0.5;14989.0
6;0.5;14596.0
7;0.5;14215.0
8;0.5;13964.0
9;0.5;14071.0
10;0.5;14774.0
11;0.5;14235.0
12;0.5;14163.0
13;0.5;13545.0
14;0.5;13413.0
15;0.5;14017.0
16;0.5;13584.0
17;0.5;13855.0
18;0.5;12759.0
19;0.5;12514.0
20;0.5;12170.0
21;0.5;12687.0
22;0.5;12227.0
23;0.5;11927.0
24;0.5;12086.0
25;0.5;11514.0
26;0.5;12117.0
27;0.5;21879.0
28;0.5;140232.0
29;0.5;447755.0
