#indeks;jakosc_wartosc;liczebnosc
0;2;1.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;0.0
12;14;0.0
13;15;2.0
14;16;2.0
15;17;16.0
16;18;31.0
17;19;77.0
18;20;205.0
19;21;533.0
20;22;1144.0
21;23;2173.0
22;24;3950.0
23;25;6555.0
24;26;11258.0
25;27;18068.0
26;28;28000.0
27;29;41121.0
28;30;57530.0
29;31;80638.0
30;32;119599.0
31;33;198399.0
32;34;369648.0
33;35;427048.0
