#indeks;jakosc_wartosc;liczebnosc
0;2;1.0
1;3;0.0
2;4;0.0
3;5;1.0
4;6;0.0
5;7;0.0
6;8;2.0
7;9;1.0
8;10;4.0
9;11;3.0
10;12;0.0
11;13;3.0
12;14;7.0
13;15;35.0
14;16;61.0
15;17;109.0
16;18;172.0
17;19;454.0
18;20;813.0
19;21;1583.0
20;22;2845.0
21;23;4731.0
22;24;7952.0
23;25;12507.0
24;26;18337.0
25;27;26684.0
26;28;36984.0
27;29;50296.0
28;30;68162.0
29;31;92087.0
30;32;132178.0
31;33;210067.0
32;34;355553.0
33;35;344366.0
