#indeks;dlugosc_wartosc;liczebnosc
0;2.0;26039.0
1;2.0;28274.0
2;2.0;33286.0
3;2.0;35015.0
4;2.0;36131.0
5;2.0;37522.0
6;2.0;39371.0
7;2.0;37597.0
8;2.0;39624.0
9;2.0;38327.0
10;2.0;37068.0
11;2.0;36440.0
12;2.0;35684.0
13;2.0;36357.0
14;2.0;35196.0
15;2.0;36028.0
16;2.0;33549.0
17;2.0;34174.0
18;2.0;31774.0
19;2.0;30523.0
20;2.0;29813.0
21;2.0;31202.0
22;2.0;607004.0
