#indeks;jakosc_wartosc;liczebnosc
0;5;1.0
1;6;2.0
2;7;0.0
3;8;0.0
4;9;0.0
5;10;2.0
6;11;1.0
7;12;0.0
8;13;5.0
9;14;8.0
10;15;33.0
11;16;77.0
12;17;124.0
13;18;208.0
14;19;460.0
15;20;943.0
16;21;1786.0
17;22;3166.0
18;23;5734.0
19;24;9433.0
20;25;14585.0
21;26;21744.0
22;27;30890.0
23;28;43025.0
24;29;58189.0
25;30;77968.0
26;31;105226.0
27;32;149179.0
28;33;233976.0
29;34;393613.0
30;35;386723.0
