#indeks;dlugosc_wartosc;liczebnosc
0;2.0;31655.0
1;2.0;33620.0
2;2.0;39386.0
3;2.0;41020.0
4;2.0;42307.0
5;2.0;43620.0
6;2.0;46071.0
7;2.0;44203.0
8;2.0;45819.0
9;2.0;44685.0
10;2.0;43429.0
11;2.0;42600.0
12;2.0;42856.0
13;2.0;42926.0
14;2.0;41554.0
15;2.0;42521.0
16;2.0;38613.0
17;2.0;39868.0
18;2.0;36159.0
19;2.0;35745.0
20;2.0;35825.0
21;2.0;35614.0
22;2.0;647005.0
