#indeks;dlugosc_wartosc;liczebnosc
0;2.0;31548.0
1;2.0;33515.0
2;2.0;39320.0
3;2.0;40904.0
4;2.0;42155.0
5;2.0;43489.0
6;2.0;45910.0
7;2.0;44048.0
8;2.0;45657.0
9;2.0;44488.0
10;2.0;43192.0
11;2.0;42370.0
12;2.0;42662.0
13;2.0;42672.0
14;2.0;41203.0
15;2.0;42099.0
16;2.0;38202.0
17;2.0;39316.0
18;2.0;35596.0
19;2.0;35268.0
20;2.0;35242.0
21;2.0;34843.0
22;2.0;653402.0
