#indeks;dlugosc_wartosc;liczebnosc
0;0.5;17714.0
1;0.5;16496.0
2;0.5;16658.0
3;0.5;16703.0
4;0.5;17469.0
5;0.5;17556.0
6;0.5;17161.0
7;0.5;16310.0
8;0.5;16175.0
9;0.5;16695.0
10;0.5;17200.0
11;0.5;16461.0
12;0.5;16374.0
13;0.5;15179.0
14;0.5;15243.0
15;0.5;16142.0
16;0.5;15624.0
17;0.5;15814.0
18;0.5;14413.0
19;0.5;14448.0
20;0.5;14035.0
21;0.5;14702.0
22;0.5;14631.0
23;0.5;14331.0
24;0.5;14603.0
25;0.5;13141.0
26;0.5;13920.0
27;0.5;23554.0
28;0.5;150933.0
29;0.5;479040.0
