#indeks;dlugosc_wartosc;liczebnosc
0;0.5;17789.0
1;0.5;16600.0
2;0.5;16763.0
3;0.5;16804.0
4;0.5;17569.0
5;0.5;17658.0
6;0.5;17326.0
7;0.5;16509.0
8;0.5;16376.0
9;0.5;16928.0
10;0.5;17444.0
11;0.5;16740.0
12;0.5;16615.0
13;0.5;15465.0
14;0.5;15522.0
15;0.5;16340.0
16;0.5;15719.0
17;0.5;15904.0
18;0.5;14443.0
19;0.5;14483.0
20;0.5;14084.0
21;0.5;14711.0
22;0.5;14652.0
23;0.5;14355.0
24;0.5;14657.0
25;0.5;13395.0
26;0.5;14243.0
27;0.5;23349.0
28;0.5;151616.0
29;0.5;474666.0
