#indeks;dlugosc_wartosc;liczebnosc
0;0.5;18163.0
1;0.5;17923.0
2;0.5;17544.0
3;0.5;17363.0
4;0.5;18585.0
5;0.5;17322.0
6;0.5;17416.0
7;0.5;17332.0
8;0.5;16823.0
9;0.5;17545.0
10;0.5;17510.0
11;0.5;16761.0
12;0.5;16857.0
13;0.5;16721.0
14;0.5;16449.0
15;0.5;16013.0
16;0.5;15903.0
17;0.5;16518.0
18;0.5;14781.0
19;0.5;14523.0
20;0.5;13851.0
21;0.5;14182.0
22;0.5;14934.0
23;0.5;14363.0
24;0.5;15111.0
25;0.5;13322.0
26;0.5;13852.0
27;0.5;24726.0
28;0.5;162760.0
29;0.5;444358.0
