#indeks;dlugosc_wartosc;liczebnosc
0;2.0;38673.0
1;2.0;38429.0
2;2.0;46284.0
3;2.0;47677.0
4;2.0;47572.0
5;2.0;47819.0
6;2.0;48928.0
7;2.0;47742.0
8;2.0;48581.0
9;2.0;47552.0
10;2.0;45204.0
11;2.0;44420.0
12;2.0;44668.0
13;2.0;42684.0
14;2.0;42782.0
15;2.0;42471.0
16;2.0;40156.0
17;2.0;39444.0
18;2.0;35925.0
19;2.0;34200.0
20;2.0;35873.0
21;2.0;34512.0
22;2.0;637490.0
