#indeks;jakosc_wartosc;liczebnosc
0;2;12.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;0.0
12;14;0.0
13;15;2.0
14;16;2.0
15;17;53.0
16;18;167.0
17;19;422.0
18;20;913.0
19;21;1536.0
20;22;2513.0
21;23;3792.0
22;24;5994.0
23;25;9108.0
24;26;14500.0
25;27;22496.0
26;28;33393.0
27;29;48703.0
28;30;68215.0
29;31;95987.0
30;32;141276.0
31;33;229122.0
32;34;416436.0
33;35;484444.0
