#indeks;dlugosc_wartosc;liczebnosc
0;2.0;38802.0
1;2.0;38521.0
2;2.0;46384.0
3;2.0;47786.0
4;2.0;47660.0
5;2.0;47880.0
6;2.0;49069.0
7;2.0;47860.0
8;2.0;48707.0
9;2.0;47663.0
10;2.0;45364.0
11;2.0;44584.0
12;2.0;44867.0
13;2.0;42835.0
14;2.0;43015.0
15;2.0;42705.0
16;2.0;40449.0
17;2.0;39871.0
18;2.0;36402.0
19;2.0;34631.0
20;2.0;36449.0
21;2.0;35034.0
22;2.0;632548.0
