#indeks;dlugosc_wartosc;liczebnosc
0;0.5;18090.0
1;0.5;17854.0
2;0.5;17484.0
3;0.5;17208.0
4;0.5;18455.0
5;0.5;17183.0
6;0.5;17266.0
7;0.5;17168.0
8;0.5;16567.0
9;0.5;17315.0
10;0.5;17246.0
11;0.5;16501.0
12;0.5;16581.0
13;0.5;16417.0
14;0.5;16103.0
15;0.5;15805.0
16;0.5;15820.0
17;0.5;16407.0
18;0.5;14742.0
19;0.5;14487.0
20;0.5;13817.0
21;0.5;14174.0
22;0.5;14902.0
23;0.5;14324.0
24;0.5;15018.0
25;0.5;13087.0
26;0.5;13646.0
27;0.5;24724.0
28;0.5;160731.0
29;0.5;450389.0
