#indeks;dlugosc_wartosc;liczebnosc
0;35;529.0
1;40;518.0
2;45;440.0
3;50;658.0
4;55;584.0
5;60;804.0
6;65;823.0
7;70;954.0
8;75;1041.0
9;80;1172.0
10;85;1441.0
11;90;1482.0
12;95;1809.0
13;100;1792.0
14;105;2287.0
15;110;2145.0
16;115;2920.0
17;120;2527.0
18;125;3693.0
19;130;3260.0
20;135;4581.0
21;140;3954.0
22;145;32735.0
23;150;396545.0
