#indeks;jakosc_wartosc;liczebnosc
0;2;280.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;5.0
12;14;26.0
13;15;99.0
14;16;278.0
15;17;431.0
16;18;560.0
17;19;703.0
18;20;917.0
19;21;1056.0
20;22;1363.0
21;23;1616.0
22;24;2034.0
23;25;2599.0
24;26;3212.0
25;27;3961.0
26;28;4854.0
27;29;6258.0
28;30;7918.0
29;31;10472.0
30;32;13599.0
31;33;18459.0
32;34;26875.0
33;35;42475.0
34;36;85005.0
35;37;233639.0
