#indeks;jakosc_wartosc;liczebnosc
0;2;283.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;0.0
12;14;0.0
13;15;0.0
14;16;0.0
15;17;4.0
16;18;17.0
17;19;25.0
18;20;86.0
19;21;124.0
20;22;172.0
21;23;227.0
22;24;264.0
23;25;457.0
24;26;700.0
25;27;1125.0
26;28;1849.0
27;29;2971.0
28;30;4415.0
29;31;6846.0
30;32;9811.0
31;33;14266.0
32;34;20462.0
33;35;31865.0
34;36;59620.0
35;37;313105.0
