#indeks;dlugosc_wartosc;liczebnosc
0;35;298.0
1;40;348.0
2;45;319.0
3;50;451.0
4;55;456.0
5;60;638.0
6;65;652.0
7;70;796.0
8;75;867.0
9;80;946.0
10;85;1121.0
11;90;1176.0
12;95;1585.0
13;100;1484.0
14;105;1943.0
15;110;1901.0
16;115;2576.0
17;120;2201.0
18;125;3315.0
19;130;2793.0
20;135;3915.0
21;140;3415.0
22;145;26547.0
23;150;315705.0
