#indeks;jakosc_wartosc;liczebnosc
0;2;471.0
1;3;0.0
2;4;0.0
3;5;0.0
4;6;0.0
5;7;0.0
6;8;0.0
7;9;0.0
8;10;0.0
9;11;0.0
10;12;0.0
11;13;0.0
12;14;17.0
13;15;71.0
14;16;217.0
15;17;475.0
16;18;668.0
17;19;919.0
18;20;1085.0
19;21;1292.0
20;22;1632.0
21;23;2073.0
22;24;2461.0
23;25;2973.0
24;26;3585.0
25;27;4417.0
26;28;5445.0
27;29;7007.0
28;30;8648.0
29;31;10926.0
30;32;14437.0
31;33;19958.0
32;34;28634.0
33;35;46151.0
34;36;94940.0
35;37;295928.0
